lat,long,mag
65.39,-144.726,1.3
37.2274,139.8529,4.3
57.4546,-155.6052,1.3
-0.1084,125.1514,4.4
61.1762,-147.3122,1.3
69.0643,-144.6693,2.6
19.41066667,-155.3178333,1.85
19.41183281,-155.306839,1.85000002
17.9505,-66.83283333,2.44
38.7816658,-122.7331696,1.05
56.3108,-134.6581,1.9
58.44766667,-154.7671667,-0.42
38.8255,-122.8151667,0.4
45.36566667,-121.8145,0.85
40.1856,-119.7998,1.6
61.3367,-140.6226,0.9
45.36583333,-121.8188333,0.72
67.228,-169.8857,2.2
17.1125,-104.0048,4.4
36.5625,-121.16,1.01
33.1943333,-116.1823333,1.28
-2.7512,-78.9266,5.2
58.24866667,-155.0916667,0.16
66.466,-150.2535,1.9
65.399,-144.6848,1.2
31.57153341,-104.1579167,2.4
37.2901667,-121.6616667,1.63
47.46816667,-115.7851667,1.27
53.9245,-167.0058333,0.46
58.16733333,-155.3898333,-0.31
61.1155,-151.437,1.2
19.15233421,-155.4641724,1.89999998
61.1587,-152.0747,1.4
56.9139,-158.0871,1.7
65.3897,-144.7125,1.6
57.9755,-153.8571,2.3
59.7526,-152.8573,1.3
33.3808333,-116.4285,1.2
47.68233333,-120.3385,0.05
63.2543,-150.4935,1.3
65.0152,-147.1196,0.6
58.18633333,-155.313,-0.19
38.8201675,-122.8228302,0.74
58.254,-154.8325,1.1
33.3693333,-116.9511667,0.89
29.2196,-102.9087,2.5
60.2207,-152.0484,2.5
35.044,-117.6643333,1.69
31.56897945,-104.1635464,2.4
38.7858315,-122.7441635,0.73
31.56760573,-104.1624621,2
61.0565,-151.4249,1.6
35.9931667,-117.3516667,1.52
38.5185,-122.603,2.17
59.7525,-153.103,2.9
58.1845,-155.2688333,0.05
64.3372,-149.7723,0.6
58.24333333,-155.1263333,-0.69
63.1972,-150.5304,1.6
38.7960014,-122.7301636,1.14
60.9106,-151.9347,1.5
63.1448,-151.3412,1.2
52.5588,-168.4738,2.3
37.7671667,-122.5758333,1.16
38.8041649,-122.8143311,1.09
34.0428333,-117.2001667,1.35
32.5973333,-115.7388333,1.91
38.815,-122.8211667,0.17
18.01766667,-66.771,2.49
60.3756,-152.4321,1
51.8995,-178.176,1.2
38.8230019,-122.8180008,0.78
0.9448,126.1654,4.9
-24.3606,179.8975,4.6
41.5116667,-112.1726667,0.09
39.1515,-123.5905,1.62
38.833168,-122.8184967,0.57
65.4209,-144.6124,0.9
38.8268333,-122.8515,1.23
58.26033333,-155.093,0.15
37.5413333,-118.8283333,0.84
61.6311,-151.728,1.1
38.7804985,-122.7419968,0.57
38.5787,-115.5161,1.5
60.7685,-145.7963,1.9
58.25166667,-155.1288333,-0.02
38.8323326,-122.8188324,1.03
58.173,-155.3285,-0.28
61.1061,-150.9684,1.5
41.5055,-112.1818333,0.67
60.6582,-151.7783,1
58.184,-155.3093333,-0.18
46.776,-112.9333333,0.37
58.3225,-154.8626667,0.15
65.4246,-144.6622,0.8
51.85883333,-178.0903333,0.6
40.737,-112.0583333,1.09
38.8315,-122.8153333,1.66
35.4861667,-120.8048333,1.89
56.0297,-157.3586,1.9
39.4868333,-123.3076667,1.64
58.17266667,-155.3491667,-0.73
58.24966667,-155.1415,-0.37
32.74108887,-100.6604897,1.9
57.5345,-154.2602,1.4
38.7883333,-122.7678333,1.51
32.706,-115.5318333,2.3
53.90316667,-166.988,0.58
19.41083336,-155.326004,1.9
33.8951667,-116.06,0.72
60.43883333,-152.7568333,-0.3
34.0236,48.2838,4.2
60.7518,-150.9992,1
60.0686,-152.124,1
38.8235016,-122.8118362,0.72
33.591,-116.8201667,0.48
58.29666667,-154.9795,-0.21
19.15416718,-155.4788361,1.87
17.9595,-66.6795,2.53
60.7472,-151.8538,1
63.1219,-150.4479,0.9
58.2609,-155.0959,2.1
13.9279,120.4578,4
33.1765,-116.4066667,0.77
35.5516667,-118.9038333,1.69
62.7981,-149.6859,0.9
60.926,-151.7371,1.3
58.18633333,-155.2753333,0.41
47.32816667,-123.3555,1.22
60.04983333,-153.0518333,-0.34
59.6372,-152.3148,1.7
51.6428,-175.1942,2.1
38.8019981,-122.8184967,0.87
47.9815,-114.1781667,0.38
53.369,-167.2855,1.9
33.033,-116.0001667,1.11
39.1246,-120.0168,0.2
34.67933333,-96.152,1.63
38.8243332,-122.8061676,0.84
19.20633333,-155.4756667,3.31
38.601,-122.3906667,1.37
57.0881,-154.0065,1.4
51.8635,-178.0538333,1.04
-6.4485,148.7108,4.3
38.1837,-117.7706,1.6
13.3957,-90.8056,4.3
56.0182,-157.9887,2.2
46.21233333,-122.1905,-0.14
51.86016667,-178.0775,1.03
61.0317,-152.3442,1.2
61.4327,-146.6132,1.9
33.1238333,-115.6248333,1.44
58.26016667,-155.1223333,-0.55
37.4623333,-121.786,1.34
61.5724,-150.0156,0.8
53.5686,-167.0551,1.5
60.6203,-141.5132,0.8
58.17366667,-155.3311667,-0.13
39.0743,-119.6321,-0.1
33.8131667,-116.7181667,0.47
57.3617,-154.8776,1.1
58.2567,-155.1042,1.2
43.8639,-76.0147,1.4
33.6983333,-116.8073333,0.82
38.7991676,-122.8075027,0.83
38.7806664,-122.7565002,1.08
58.18433333,-155.2761667,-0.34
47.50783333,-121.9396667,1.06
61.0635,-152.3617,1.1
62.7852,-143.3283,0.8
33.8375,-117.6625,0.75
58.18216667,-155.3236667,-0.69
33.6885,-116.8048333,1
37.2898333,-121.5798333,0.36
0.8122,126.1014,4.7
60.2219,-152.2161,1.6
51.86266667,-178.0636667,0.89
60.0009,-152.6346,1.4
51.86216667,-178.0695,0.99
38.1853,-117.7784,2.3
62.9669,-150.8707,1.4
60.1857,-153.2963,2.1
36.4985,-89.53566667,1.28
51.448,-176.9203,2.1
35.0301667,-118.8611667,0.57
56.9231,-158.1345,1.7
64.9839,-147.3785,1.6
38.8343315,-122.817337,0.64
60.2745,-152.2707,1.5
19.16533279,-155.4938354,2.27999997
31.62259008,-104.2421754,2
39.1259,-120.0158,0.5
19.12866592,-155.3934937,1.88
58.16216667,-155.3881667,-0.21
59.7625,-152.697,1.4
61.5846,-151.3307,1.2
33.7103333,-116.7653333,1.37
35.7965,-117.6216667,1.11
58.25633333,-155.111,-0.04
19.38366699,-155.2779999,1.82000005
58.17533333,-155.3325,-0.5
58.261,-155.0833333,-0.16
58.24933333,-155.0961667,-0.29
36.76466667,-98.06533333,2.13
58.26,-155.0818333,-0.46
58.2605,-155.0771667,-0.46
58.26016667,-155.0811667,-0.33
58.2512,-155.0986,1.7
61.2466,-146.7929,1
58.25883333,-155.065,0
58.174,-155.349,0.42
36.7384,-116.1634,-0.3
58.25466667,-155.0936667,0
58.2585,-155.0768333,0.79
58.2549,-155.0963,1.1
58.25916667,-155.0928333,0.79
58.25316667,-155.1175,-0.3
52.4631,106.9291,4.3
58.17716667,-155.33,0.61
58.2545,-155.0826,1.1
58.2542,-155.0817,0.8
58.2595,-155.082,0.43
58.2483,-155.0868,0.8
58.2505,-155.0747,0.7
58.25833333,-155.0891667,-0.16
58.2634,-155.0972,1.4
38.8058333,-122.8213333,0.96
58.25433333,-155.0913333,-0.3
58.26066667,-155.0941667,-0.22
55.9555,-159.7221667,1.48
58.25266667,-155.0866667,-0.13
47.74316667,-121.9048333,0.75
46.85333333,-121.7465,0.33
58.25883333,-155.0795,0.02
19.16466713,-155.4620056,1.96000004
34.0478333,-116.4206667,1.33
19.1635,-155.4695,2.63
60.1187,-153.068,1.4
58.25116667,-155.089,-0.85
38.831501,-122.8178329,1
64.9821,-151.3078,1.4
38.8303333,-122.8176667,1.42
33.9811667,-116.771,0.85
44.51966667,-114.687,1.53
53.5706,-167.0316,1.8
19.1906662,-155.3860016,2.15
38.8158333,-122.8231667,0.4
61.2763,-147.6192,1.1
36.6935,-116.2009,-0.2
33.6606667,-116.6806667,0.53
-14.3168,170.3953,4.2
58.1715,-155.3596667,0.08
34.1683333,-117.6235,1.07
60.2094,-141.5952,1
58.1865,-155.313,-0.27
44.8103333,-110.433,1.23
32.5975,-115.7331667,1.96
33.6176667,-117.9715,1.16
63.2566,-150.4332,1.3
38.509,-122.4206667,1.27
60.4737,-151.1291,1.5
58.295,-154.9815,-0.18
58.29366667,-155.1135,-0.38
35.6418333,-121.2485,1.55
64.4183,-147.4369,0.9
33.7095,-117.5195,1.19
53.5299,-167.0321,2
60.6064,-141.5848,0.9
61.9703,-151.8933,1.4
52.4868,-174.5689,3
37.2958333,-121.6203333,0.86
58.26383333,-155.0903333,-0.44
59.9218,-139.3642,1.5
58.1917,-155.3265,1.1
19.40966606,-155.2768402,1.84
17.4731,122.3304,5.2
59.2918,-151.9409,1.8
62.931,-150.6949,1.1
31.63987119,-104.3910939,2.2
37.4613333,-121.7905,0.88
59.7725,-150.8185,1.6
58.18583333,-155.291,-0.55
17.9245,-66.98133333,2.77
38.8153343,-122.8251648,1.05
37.1501,-117.3944,0.6
44.2785,-114.8231667,1.73
58.2595,-155.0913333,-0.21
53.5314,-167.0424,2.1
33.9156667,-116.7485,1.17
38.788166,-122.7663345,0.82
33.3973333,-116.3985,0.85
31.61169711,-104.5110793,2
54.5461,-163.606,1.6
58.2353,-154.0871,1.6
31.63571774,-104.3937475,2.9
38.7906685,-122.7456665,1.12
61.311,-149.2564,1.1
38.7903328,-122.7456665,1.08
40.1179,-119.1839,1
58.1773,-155.3144,0.7
17.99116667,-66.83483333,2.38
63.2679,-150.5519,1
37.4591667,-121.7863333,1.23
53.5429,-167.0586,1.9
58.24733333,-155.0993333,0
51.8595,-178.0688333,1.36
63.501,-149.0592,0.9
36.0108333,-117.3243333,1.18
33.9473333,-117.0723333,0.89
62.9869,-149.9584,2.4
46.1955,-122.198,0.53
58.25733333,-155.0923333,-0.27
61.41466667,-152.0706667,-0.08
67.2841,-150.6899,1.1
57.7168,-155.9053,1.1
58.18333333,-155.3295,-0.6
59.4026,-154.2071,1.1
74.7762,112.8698,4.2
60.3073,-150.8723,1.4
33.6481667,-116.7151667,1.08
33.6538333,-116.713,0.51
40.2778333,-123.8275,2.34
58.25783333,-155.0948333,-0.21
61.1476,-146.8347,1.2
60.599,-149.0927,1
68.3726,-147.4789,1.3
53.5461,-167.0349,1.6
60.04333333,-153.0878333,-0.82
44.718,-111.193,0.3
36.3509,36.2119,4.6
55.1598,-159.5675,1.7
34.69733333,-96.138,0.98
63.2907,-150.5844,1.3
2.4302,127.2941,4.5
35.24716667,-98.04966667,2.84
58.27066667,-155.0986667,-0.1
58.1704,-155.3657,0.9
45.0121,-66.8911,2
61.0319,-148.0708,1.7
3.0743,-74.7779,4.6
58.26283333,-155.103,-0.3
53.5556,-167.0489,1.8
53.5519,-167.0579,1.9
58.27233333,-155.0268333,0.44
53.5254,-167.0409,3.2
58.1557,-153.0257,1.6
61.1619,-146.8913,1.1
37.4761,-116.9614,0.6
62.094,-151.2783,0.9
59.6174,-152.3488,1.4
58.2685,-155.095,-0.5
35.6565,-119.7713333,1.44
53.1997,-167.4141,1.9
53.5195,-165.6595,1.8
-23.3425,-66.8884,4.4
63.3893,-150.9848,1
38.8281667,-122.8536667,0.1
47.23166667,-113.4785,0.72
33.2308333,-116.7315,0.79
58.241,-155.1411667,-0.38
58.8045,-154.2332,1.1
58.2764,-150.6686,1.6
60.0554,-152.7781,1.8
61.1778,-146.8438,0.9
53.519,-167.0102,1.5
19.0123,-63.8761,3.49
63.1771,-147.1223,0.7
58.25933333,-155.1063333,-0.3
38.9581667,-123.1465,1.23
59.9815,-152.4999,1.4
33.2291667,-116.7318333,0.65
46.899,-121.7283333,0.11
58.20033333,-155.2633333,0.34
58.2345,-155.1308333,-0.58
-25.3571,-70.5066,5.2
39.5811,-120.0495,0.2
59.1598,-136.2149,1.3
38.8135,-122.7965,1.16
38.8139992,-122.7961655,0.76
52.8146,-166.6686,1.8
37.6766,-115.7783,0.8
17.94083333,-66.91983333,2.35
58.2755,-155.0613333,-0.11
57.9732,-155.8276,0.8
44.6291667,-110.3478333,0.32
38.8026657,-122.8190002,0.77
59.2568,-152.7808,1.2
62.1558,-149.5807,1.1
38.7728333,-122.9526667,0.97
61.3012,-151.8438,1.2
39.4935,-119.9649,0.6
37.3876667,-118.6356667,1.36
57.3095,-153.239,1.7
58.26466667,-155.0898333,-0.03
61.7406,-149.5765,1.3
38.7886658,-122.7713318,1.02
36.2775,-119.7201667,2.19
58.2445,-155.1543333,-0.79
38.8255005,-122.7985001,1.06
62.3165,-154.9728,1.9
58.26883333,-155.0913333,-0.2
60.6387,-149.3465,1
38.8201675,-122.8225021,1.08
35.5583333,-117.4818333,1.29
35.645,-121.2466667,1.64
67.1948,-170.247,2.9
61.8244,-150.903,1.9
62.7585,-150.6521,1.8
38.8230019,-122.8535004,0.78
38.8255005,-122.8013306,0.42
38.8175011,-122.8241653,0.89
37.4858,-117.9683,1.1
51.4728,-176.3318,2.7
61.7602,-149.5395,1.1
38.8195,-122.8226667,1.23
31.65686131,-104.3933983,2
33.0155,-116.2465,0.89
53.4504,-170.3899,2.7
58.181,-155.3625,0.6
38.7923333,-122.7588333,0.94
-22.4215,-68.7303,4.4
62.7718,-148.8587,0.9
33.7096667,-116.81,0.6
60.7346,-150.4768,1.3
58.8016,-156.4828,1.3
61.1327,-147.0364,1.2
19.40883333,-155.316,1.81
64.5674,-149.9861,0.6
58.18216667,-155.3626667,-0.43
40.19,-119.8206,0.6
19.23900032,-155.4063263,1.77999997
62.796,-148.9045,0.6
58.25383333,-155.096,0.11
58.9806,-152.9609,1.8
59.7434,-153.8464,1.7
53.49783333,-166.9398333,1.06
65.7064,-149.1291,1.1
54.2712,-162.463,1.6
38.8113327,-122.7556686,0.74
59.8774,-152.6301,1.1
64.5353,-150.2679,0.6
13.0802,144.4353,4.5
44.7945,-110.9486667,0.28
-7.6738,148.2099,4.3
38.821167,-122.822998,0.75
33.8276667,-117.8793333,0.89
61.2371,-151.565,1.1
58.31033333,-154.9246667,0.5
28.97918701,-97.96289063,2.5
53.9836,-163.5128,2
60.973,-151.177,0.8
37.4233,-115.9652,0.6
58.1609,-151.4329,1.9
60.2261,-141.215,1.1
37.0235,-121.4688333,1.03
38.7803333,-122.7585,0.5
34.159,-117.4325,1.24
61.2393,-147.5251,1.1
53.5595,-167.0543,1.5
53.5804,-167.0991,1.9
19.38266667,-155.2806667,1.92
53.5884,-167.0869,1.6
35.9705,-120.524,1.78
-15.5297,-70.7804,4.2
35.595,-117.3828333,1.36
54.0158,-162.9429,2.5
58.1825,-155.3068333,-0.39
38.8235016,-122.8125,0.74
35.6821667,-117.5341667,1.21
61.9908,-150.7119,0.8
53.5525,-167.0619,1.8
56.1765,-153.3112,2.3
54.5927,-162.3632,1.9
64.8458,-157.2704,1.5
61.4994,-149.9754,1.9
31.64171639,-104.3900341,2.4
62.1705,-152.0954,2.5
63.1559,-151.2656,0.8
19.06266667,-65.49466667,3.35
20.07316667,-156.0111667,2.13
3.0557,127.8621,4.6
58.191,-155.3715,0.9
58.18166667,-155.3681667,0.72
13.0373,-89.8901,4.3
38.7751667,-122.7423333,0.33
61.1948,-150.6675,0.9
61.3442,-141.1212,0.6
64.9881,-147.3555,0.7
36.6283333,-121.1936667,1.17
38.8325,-122.7905,1.52
58.266,-155.0996667,0.21
58.26183333,-155.0903333,-0.26
38.7928333,-122.7996667,0.52
46.957,-113.0225,1.17
52.4107,-169.1426,2.9
51.857,-178.075,0.78
55.8609,161.7579,4.1
61.3155,-152.2566667,-0.07
-4.4365,138.4686,4.2
46.879,-121.9403333,0.29
58.25633333,-155.0945,-0.32
61.1944,-147.266,0.9
59.936,-153.1685,1.4
58.255,-155.0943333,-0.13
58.26016667,-155.0828333,-0.06
61.1162,-151.9026,0.9
33.3841667,-116.8993333,1.04
61.0621,-152.3997,1.2
38.2395,-122.9723333,1.11
38.2416667,-122.9641667,1.1
61.1052,-151.054,0.9
62.5343,-149.7916,1.3
-11.1012,121.9523,4.6
51.4252,-177.6211,2.8
34.0976667,-117.809,1.17
44.27416667,-115.1686667,2.69
19.24133301,-155.4024963,1.86
63.0402,-150.384,1.1
58.181,-155.3066667,-0.17
58.234,-155.1768333,0.25
65.4267,-144.7406,2.5
65.4039,-144.7004,2.1
58.26216667,-155.0938333,-0.07
60.354,-147.7136,1.5
35.776,-117.594,1.56
35.773,-117.5935,1.76
65.4082,-144.6354,1.4
67.6685,-162.1828,2
29.257,139.3929,4.2
25.353,143.6516,4.7
61.54383333,-152.0685,0.4
58.185,-155.3545,-0.37
58.19416667,-155.2543333,-0.87
58.27233333,-155.0925,0.02
32.7083333,-115.5466667,1.93
38.7905,-122.4331667,1.63
58.16233333,-155.3115,-0.57
60.01983333,-153.0936667,-0.42
65.3742,-144.6119,1.1
65.4155,-144.6611,1.7
65.4222,-144.7143,2.9
32.69,-115.5356667,1.79
32.696,-115.548,1.48
62.372,-149.0471,0.6
36.0201667,-120.5838333,-0.06
64.5294,-151.3842,0.6
60.9007,-151.0767,1.3
62.0163,-149.3186,1.4
58.18366667,-155.29,-0.15
38.8465004,-122.8186646,0.84
58.17916667,-155.3618333,-0.36
44.7781667,-111.0538333,1.01
59.8535,-151.6329,1.1
57.4071,-154.5792,1.7
58.26833333,-155.1071667,-0.16
-6.1725,129.0674,4.4
38.8091667,-122.7591667,0.39
33.9561667,-118.4285,1.09
2.3453,126.7916,4.8
2.3555,126.7046,4.8
34.093,-117.8115,1.35
59.2382,-153.6462,1.5
38.8086667,-122.7583333,0.39
44.79666667,-111.349,1.48
51.0793,-176.0905,2.9
64.9658,-147.4185,0.7
61.1904,-147.416,0.9
51.3121,-179.2521,2.3
58.25433333,-155.1005,-0.06
38.7971649,-122.7606659,0.7
32.6975,-115.5488333,1.97
60.0151,-153.7244,1.2
58.2881,-155.4518,1.5
38.8166667,-122.8215,0.44
31.61240821,-104.5081276,2.4
56.87316667,-158.1768333,0.9
34.1773333,-118.3773333,0.99
55.999,-149.6379,2.8
50.676,156.5187,4.2
58.18166667,-155.2761667,-0.41
62.7976,-148.8635,0.6
38.8343315,-122.8018341,0.76
38.7736667,-122.7148333,0.38
62.2697,-153.2723,0.9
58.25,-155.1071667,-0.25
59.3759,-138.3275,1.6
55.4195,-161.7585,-0.28
38.8050003,-122.7833328,0.93
61.7995,-151.8575,1.5
58.25566667,-155.109,-0.26
38.7753333,-122.7218333,1.63
38.7698333,-122.716,1.63
33.2758333,-116.4236667,0.64
38.828,-122.7938333,0.4
56.2695,-159.3035,0.34
58.26016667,-155.1066667,-0.23
33.4641667,-116.4318333,0.5
60.2833,-152.439,1.2
38.828,-122.794,0.37
61.1905,-146.8729,1.1
61.4553,-150.0731,1.4
38.8986667,-122.9045,1.02
38.7818336,-122.7328339,0.78
35.2071667,-118.6723333,1.86
62.6876,-152.675,0.8
44.69683333,-111.9721667,1.25
61.2364,-147.0549,0.9
32.6851667,-115.5343333,1.4
32.7053333,-115.5411667,1.63
38.1815,-117.7469,1.5
33.5926667,-116.6161667,0.53
58.29316667,-154.9848333,-0.59
35.505,-118.3848333,1.64
61.1884,-146.8395,1.2
79.0598,125.0926,4.2
-30.0309,-177.8258,5.1
44.758,-111.1131667,0.26
53.363,-168.2556667,0.04
53.346,-168.8881,2.4
33.8343333,-117.6598333,1.09
62.1333,-150.7402,0.8
19.24666595,-155.411499,2
17.93083333,-66.95483333,2.17
38.8256683,-122.8539963,0.31
61.3118,-152.2638,0.6
18.055,-68.417,3.43
52.2806,159.5375,5.2
58.19316667,-155.3183333,-0.8
62.1613,-148.6027,1.1
53.5583,-167.0554,1.3
61.4502,-151.5751,1
58.27883333,-154.9988333,-0.31
58.29466667,-154.9768333,-0.36
38.793335,-122.7661667,1.08
62.0359,-150.8979,1.8
58.184,-155.2826667,-0.67
19.00666667,-65.903,3.19
59.9485,-151.3004,1.4
64.5873,-147.8944,0.5
33.7078333,-116.7261667,0.84
58.21683333,-155.1126667,0.04
38.8078346,-122.8115005,0.74
38.8076668,-122.8116684,0.98
58.26266667,-155.0923333,-0.59
61.5036,-149.8773,1.5
58.26133333,-155.0945,-0.29
59.3625,-153.4243333,-0.66
64.3506,-149.3978,0.8
34.9916,23.5073,4.5
32.6978333,-115.5395,2.26
32.7096667,-115.5463333,2.59
61.1822,-146.9145,1.1
58.28466667,-155.1025,-0.63
19.785,-156.0858333,2.3
-4.6896,151.0645,4.5
32.7061667,-115.5425,1.66
51.853,-178.0831667,0.88
36.078,-117.9013333,1.29
58.255,-155.115,-0.72
32.7065,-115.5406667,1.67
32.7175,-115.5491667,3.55
53.5598,-167.0654,1.4
32.711,-115.5421667,2.17
39.0073333,-123.471,1.19
37.0031667,-112.9135,1.48
53.4185,-166.918,3.5
37.649,-118.8838333,0.47
58.18466667,-155.2851667,-0.57
39.4169,-119.8348,0.6
46.85316667,-121.7521667,0.04
61.3403,-147.0957,1.1
54.148,-165.9671667,-0.96
63.9612,-148.8142,1
54.14866667,-165.968,-0.5
19.33983333,-155.3065,2.39
19.42633333,-155.2606667,1.14
19.13666725,-155.3641663,1.80999994
58.179,-155.3356,1.1
54.3314,-159.892,3
67.327,-156.0462,1.9
31.61422667,-104.510836,2.7
19.33883286,-155.2991638,1.86000001
63.3188,-144.9444,1.7
62.4535,-149.2784,0.8
58.24416667,-155.1588333,-0.38
17.9265,-66.9555,1.88
46.85766667,-121.7546667,0.31
53.5715,-164.9963,3.1
38.8043333,-122.8045,0.18
53.5651,-167.0781,1.3
53.5488,-167.0787,1.4
61.2878,-146.5374,1.5
53.5652,-167.073,1.3
17.90516667,-66.87283333,2.08
19.3095,-155.1673333,0.57
53.5426,-167.0532,3.2
62.7299,-150.2604,0.9
58.26283333,-155.0876667,-0.37
37.8151,36.5778,4.2
63.1448,-149.5947,0.8
39.8164,-120.7177,1.5
38.7946667,-122.7608333,0.47
36.23083333,-89.50833333,1.35
38.8276667,-122.7913333,1.98
67.1431,-169.6322,2.5
34.69783333,-96.13433333,1.59
61.9065,-151.5609,2.2
39.8312,-120.733,1
34.69116667,-96.14483333,1.39
62.2668,-151.4109,1.4
38.7848333,-122.7656667,1.57
60.0193,-152.8173,1
60.2293,-152.665,1.1
64.4182,-146.7364,0.8
60.05083333,-153.0686667,-1.08
56.0132,-159.32,2.4
51.85783333,-178.0561667,1.32
58.26016667,-155.0973333,-0.41
58.27066667,-155.0883333,-0.44
63.2592,-150.6178,0.9
59.0869,-153.8075,1.3
34.5056667,-118.7908333,1.2
58.2725,-155.098,-0.33
60.0452,-152.7884,1
38.7925,-122.7603333,1.72
34.68466667,-96.18283333,1.24
34.674,-96.13733333,1.59
38.777832,-122.7570038,0.83
63.3099,-150.944,1
54.061,-164.2817,2
38.8088341,-122.7949982,0.73
62.5223,-151.2264,1.1
34.6915,-96.15216667,1.27
32.9396667,-116.227,0.78
58.26383333,-155.0951667,-0.28
53.6208,-165.0196,2.8
60.339,-142.9774,0.9
61.2524,-146.8609,1.4
52.0652,-172.2249,3
59.8186,-152.9278,1.3
19.38916667,-155.2773333,2.46
39.4888333,-123.3316667,1.5
62.8758,-151.0397,1.1
38.8071667,-122.7918333,1.71
57.3245,-155.6614,1.6
63.6994,-149.5123,0.9
65.4244,-148.025,0.7
55.5776,-159.6966,3
58.18483333,-155.2928333,-0.18
61.6044,-150.9224,2.1
59.5494,-149.5281,2.3
58.2285,-155.1891667,-0.3
64.6831,-152.4469,0.9
38.7791672,-122.7570038,1.03
58.2725,-155.094,-0.39
58.181,-155.298,-0.45
58.18183333,-155.2976667,-0.83
34.5455,-97.71733333,1.74
38.7985001,-122.7781677,0.74
33.4715,-116.5588333,0.59
46.43666667,-122.2621667,0.81
57.0726,-155.5018,1.5
58.19166667,-155.2738333,-0.29
52.6827,-169.3491,1.9
38.7891655,-122.754837,1.19
19.40483284,-155.2640076,1.88999999
39.374,-119.8411,0.8
38.8045006,-122.7833328,0.76
28.9039,86.619,4.3
38.8166656,-122.8248367,0.76
19.16699982,-155.4798279,2.02999997
34.51033333,-97.70016667,2.13
36.5355,-98.9595,1.25
38.802,-122.804,1.39
31.56220143,-104.1382319,2.1
63.1524,-150.4086,3.1
63.1591,-150.415,3.5
57.4077,-154.5743,1.5
58.255,-155.089,-0.14
19.34033333,-155.2026667,2.6
60.291,-143.5545,0.8
61.2256,-147.5677,1.3
60.0428,-152.3912,0.9
38.7576675,-122.7256699,1.1
64.6936,-149.1053,0.9
58.255,-155.0966667,-0.5
61.0466,-151.4755,1.1
36.6786667,-121.3923333,1.02
67.5351,-166.5387,1.9
19.19099998,-155.3695068,1.77999997
57.4167,-154.6138,3.1
61.2781,-147.6198,0.9
58.4456,-155.1995,1.6
59.3515,-152.6432,1.5
58.18466667,-155.3178333,-0.4
58.168,-155.3401667,-0.68
38.8359985,-122.7911682,0.72
60.3698,-141.39,1.2
58.17933333,-155.3298333,0.91
34.5265,-97.70016667,1.78
52.6168,-170.3413,2.6
58.25283333,-155.1083333,-0.27
19.23583412,-155.3993378,2.26
35.23633333,-98.04066667,1.77
39.5819,-120.0498,0.9
58.26266667,-155.093,-0.54
29.1791,105.4207,4.4
58.25983333,-155.0896667,-0.54
62.5365,-149.0031,1.5
15.8759,-92.3701,5
63.4052,-147.4884,0.6
4.1803,127.8308,4.3
59.99383333,-153.0376667,-0.62
58.16816667,-155.3763333,-0.23
58.8829,-153.1838,1.7
59.8576,-153.0466,1.1
31.60790539,-103.9636858,2.2
17.90483333,-66.846,2.51
60.0107,-151.8581,1.3
52.5453,-168.4307,2
61.336,-148.124,1
37.7886667,-122.1266667,1.1
38.15,-117.8473,1.4
58.25383333,-155.0963333,-0.4
58.18016667,-155.3211667,-0.17
60.6316,-152.1315,1.3
19.16699982,-155.4766693,2
60.02466667,-153.0598333,-0.72
38.8356667,-122.7891693,0.97
58.1775,-155.3216667,-0.22
58.1755,-155.3215,-0.37
19.3595,-155.3006667,2.23
55.1949,-153.3477,2.8
-19.6517,-177.9602,4.3
58.2585,-155.0945,0.49
38.8126678,-122.8288345,1.04
60.3804,-151.915,0.9
60.6937,-152.013,1.1
58.25833333,-155.0875,-0.52
35.6821667,-117.5405,1.53
38.8051667,-122.804,1.39
58.29216667,-155.1275,-0.92
63.9806,-153.0538,0.8
19.23083305,-155.4531708,1.84000003
60.1005,-147.8533,1.2
60.48466667,-152.776,-1.35
38.8053333,-122.8063333,1.14
31.61510207,-104.5167629,2.3
54.7435,-163.645,0.77
-25.1797,179.7313,4.4
58.25216667,-155.1018333,-0.47
58.18466667,-155.3063333,0.2
54.448,-161.46,2.7
36.2495,-89.44933333,1.62
58.196,-155.3175,-0.74
39.3774,-119.8474,0.6
62.0098,-148.7872,0.7
21.43433333,-157.3701667,2.96
38.7888333,-122.7671667,0.46
33.2178333,-116.0793333,2.79
63.4007,-150.9979,1.2
34.53233333,-97.7095,1.78
34.53133333,-97.7145,1.77
58.24483333,-155.1675,-0.67
57.3533,-154.8359,1.4
38.7863333,-122.768,1.73
38.7888336,-122.7676697,0.9
31.58772833,-104.5205162,3.2
6.7948,-72.9535,4.4
53.4284,-165.8941,1.7
-24.6148,179.8963,4.5
34.52833333,-97.7055,1.81
58.131,-154.4828,1.9
19.42099953,-155.2466736,1.80999994
61.1879,-146.8689,1.4
54.14716667,-165.9823333,-0.77
60.05583333,-153.0438333,-0.91
31.68435833,-104.4054888,2
61.5714,-146.3571,1.1
47.449,-122.8723333,1.61
34.5235,-97.716,1.84
61.5072,-151.6232,1
64.6522,-149.1255,0.6
33.3346667,-116.3853333,1.13
54.569,-159.9866,2
53.1807,-166.7408,1.8
51.7051,-176.4726,1.4
57.2951,-155.4023,1.9
-20.4596,-178.2697,4
19.4035,-155.288,2.09
56.3273,-157.7234,2.3
59.4916,-152.7708,1.4
41.2006667,-111.582,1.03
62.2486,-149.8132,0.7
67.6486,-162.1214,2.3
